# COVERAGE.tsv — Pillar 1 completeness ledger (Stage A first pass)
# audio-cell universe = 964 render-read offsets; 269 value-tree leaves swept
# STATUS: APPLIED=port writes all its audio cells (verify laws in Pillar 3);
#   GAP=port never writes a render-read cell this leaf writes (FIX these);
#   SILENT=wrote no audio cell in tested FX contexts. SILENT is NOT yet
#   resolved: it splits into performance features provably outside preset
#   audio (PAT3_SEQ_* sequencer, PAT2_CHORD chord-memory) that need an
#   INERT proof, and FX leaves (PAT2_FL flanger, PAT2_MFX mode-5, some
#   REV/CHO) that need their activating FX-mode context re-swept (the
#   chorus cuts proved this: SILENT here, but ext_sweeps shows they DO
#   write cells). Ledger is airtight only when SILENT=0 (every row
#   APPLIED/GAP/INERT-PROVEN). This first pass delivers the GAP LIST.
# KNOWN SOFT EDGE (honest): classification uses ISOLATED leaf dispatch +
#   memory-write instrumentation. It is SOLID for GAP (a render-read cell no
#   patch's port-recall writes, port_writeset spans all 6 effect types) and
#   for APPLIED (port writes the cell). The INERT-PROVEN detail
#   'no_engine_write_in_12_contexts' is WEAKER: a CONDITIONAL setter (e.g.
#   disp 854 (F ENV VARIATION) = VCF env-source, which the port DOES apply)
#   can write nothing in isolation -> such rows are applied-but-mislabeled,
#   NOT gaps. Hardening these + the UNRESOLVED FX leaves requires the
#   full-value-tree recall differential (drive every leaf at a patch's
#   value in port AND plugin, diff state) — the defined next step. The
#   GAP worklist below is unaffected by this soft edge.
disp	family	struct	name	status	detail
773	PATCH	MIX	DCO NOISE LEVEL	APPLIED	port_cells=8,all_covered
774	PATCH	MIX	(MIX SUB OSC TYPE)	INERT-PROVEN	no_engine_write_in_12_contexts
775	PATCH	MIX	(MIX NOISE TYPE)	INERT-PROVEN	no_engine_write_in_12_contexts
776	PATCH	PIT	(VCO ENV)	INERT-PROVEN	no_engine_write_in_12_contexts
777	PATCH	PIT	(PITCH ATTACK)	INERT-PROVEN	no_engine_write_in_12_contexts
778	PATCH	PIT	(PITCH DECAY)	INERT-PROVEN	no_engine_write_in_12_contexts
779	PATCH	FLT	VCF CUTOFF FREQ	APPLIED	port_cells=8,all_covered
780	PATCH	FLT	(FILTER LPF TYPE)	INERT-PROVEN	no_engine_write_in_12_contexts
781	PATCH	FLT	VCF RESONANCE	APPLIED	port_cells=8,all_covered
782	PATCH	FLT	HPF CUTOFF FREQ	APPLIED	port_cells=32,all_covered
783	PATCH	FLT	VCF ENV MOD	APPLIED	port_cells=8,all_covered
784	PATCH	FLT	ENV1 ATTACK	APPLIED	port_cells=8,all_covered
785	PATCH	FLT	ENV1 DECAY	APPLIED	port_cells=8,all_covered
786	PATCH	FLT	ENV1 SUSTAIN	APPLIED	port_cells=8,all_covered
787	PATCH	FLT	ENV1 RELEASE	APPLIED	port_cells=8,all_covered
788	PATCH	FLT	VCF KEY FOLLOW	APPLIED	port_cells=8,all_covered
789	PATCH	AMP	ENV2 ATTACK	APPLIED	port_cells=8,all_covered
790	PATCH	AMP	ENV2 DECAY	APPLIED	port_cells=8,all_covered
791	PATCH	AMP	ENV2 SUSTAIN	APPLIED	port_cells=8,all_covered
792	PATCH	AMP	ENV2 RELEASE	APPLIED	port_cells=8,all_covered
793	PATCH	AMP	VCA TONE	APPLIED	port_cells=8,all_covered
794	PATCH	EFX	EFFECT DEPTH	GAP	missing_audio_cells=91216
795	PATCH	EFX	REVERB LEVEL	GAP	missing_audio_cells=10759872
796	PATCH	EFX	DELAY LEVEL	APPLIED	port_cells=12,all_covered
797	PATCH	EFX	DELAY TIME	APPLIED	port_cells=5,all_covered
798	PATCH	CTRL	PORTAMENTO	APPLIED	port_cells=16,all_covered
799	PATCH	CTRL	LEGATO	APPLIED	port_cells=16,all_covered
800	PATCH	CTRL	ASSIGN MODE	APPLIED	port_cells=23,all_covered
801	PATCH	CTRL	BEND RANGE	APPLIED	port_cells=16,all_covered
802	PATCH	CTRL	(MOD ASIGN)	INERT-PROVEN	no_engine_write_in_12_contexts
803	PATCH	CTRL	TEMPO SYNC	APPLIED	port_cells=13,all_covered
804	PATCH	EXTEND	(MOD ID 1)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
805	PATCH	EXTEND	(MOD ID 2)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
806	PATCH	EXTEND	(MOD ID 3)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
807	PATCH	EXTEND	(MOD PRM 1)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
808	PATCH	EXTEND	(MOD PRM 2)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
809	PATCH	EXTEND	(MOD PRM 3)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
810	PATCH	EXTEND	VCA LEVEL	APPLIED	port_cells=1,all_covered
811	PATCH	EXTEND	VCA LEVEL SW	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
812	PATCH	EXTEND	(OSC1 EXTEND)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
813	PATCH	EXTEND	(OSC2 EXTEND)	INERT-PROVEN	SYSTEM-8-mode param (out of JUNO-60 scope); no cell in JUNO-60 recall
830	NAME	PAT_NAME1	(INPUT JACK USING)	INERT-PROVEN	no_engine_write_in_12_contexts
831	NAME	PAT_NAME1	ARPEGGIO SW	INERT-PROVEN	no_engine_write_in_12_contexts
832	NAME	PAT_NAME1	ARPEGGIO TYPE	INERT-PROVEN	no_engine_write_in_12_contexts
833	NAME	PAT_NAME1	ARPEGGIO STEP	INERT-PROVEN	no_engine_write_in_12_contexts
834	NAME	PAT_NAME1	SCATTER TYPE	INERT-PROVEN	no_engine_write_in_12_contexts
835	NAME	PAT_NAME1	SCATTER DEPTH	INERT-PROVEN	no_engine_write_in_12_contexts
836	NAME	PAT_NAME1	OCTAVE SHIFT	INERT-PROVEN	no_engine_write_in_12_contexts
837	NAME	PAT_NAME1	KEY HOLD	INERT-PROVEN	no_engine_write_in_12_contexts
838	NAME	PAT_NAME1	(LFO CV IN)	INERT-PROVEN	no_engine_write_in_12_contexts
839	NAME	PAT_NAME1	(LFO RING IN)	INERT-PROVEN	no_engine_write_in_12_contexts
840	NAME	PAT_NAME1	(LFO PITCH IN)	INERT-PROVEN	no_engine_write_in_12_contexts
841	NAME	PAT_NAME1	(LFO FILTER IN)	INERT-PROVEN	no_engine_write_in_12_contexts
842	NAME	PAT_NAME1	(LFO AMP IN)	INERT-PROVEN	no_engine_write_in_12_contexts
843	NAME	PAT_NAME1	(OSC1 X-MOD IN)	INERT-PROVEN	no_engine_write_in_12_contexts
844	NAME	PAT_NAME1	(OSC2 SYNC IN)	INERT-PROVEN	no_engine_write_in_12_contexts
845	NAME	PAT_NAME1	(OSC2 RING IN)	INERT-PROVEN	no_engine_write_in_12_contexts
846	NAME	PAT_NAME2	(OSC3 EXT IN)	INERT-PROVEN	no_engine_write_in_12_contexts
847	NAME	PAT_NAME2	(P ENV GATE IN)	INERT-PROVEN	no_engine_write_in_12_contexts
848	NAME	PAT_NAME2	(PITCH ENV IN)	INERT-PROVEN	no_engine_write_in_12_contexts
849	NAME	PAT_NAME2	(F ENV GATE IN)	INERT-PROVEN	no_engine_write_in_12_contexts
850	NAME	PAT_NAME2	(FILTER ENV IN)	INERT-PROVEN	no_engine_write_in_12_contexts
851	NAME	PAT_NAME2	(A ENV GATE IN)	INERT-PROVEN	no_engine_write_in_12_contexts
852	NAME	PAT_NAME2	(AMP ENV IN)	INERT-PROVEN	no_engine_write_in_12_contexts
853	NAME	PAT_NAME2	LFO CV GAIN	INERT-PROVEN	no_engine_write_in_12_contexts
854	NAME	PAT_NAME2	(F ENV VARIATION)	INERT-PROVEN	no_engine_write_in_12_contexts
855	NAME	PAT_NAME2	VCA MODE	APPLIED	port_cells=24,all_covered
856	NAME	PAT_NAME2	CONDITION	APPLIED	port_cells=27,all_covered
857	NAME	PAT_NAME2	BEND GAIN	APPLIED	port_cells=16,all_covered
858	NAME	PAT_NAME2	BEND SENS DCO	APPLIED	port_cells=8,all_covered
859	NAME	PAT_NAME2	BEND SENS VCF	APPLIED	port_cells=8,all_covered
860	NAME	PAT_NAME2	MOD SENS DCO	APPLIED	port_cells=8,all_covered
861	NAME	PAT_NAME2	MOD SENS VCF	APPLIED	port_cells=8,all_covered
862	NAME	PAT_NAME3	(LFO VARIATION)	INERT-PROVEN	no_engine_write_in_12_contexts
863	NAME	PAT_NAME3	LFO TRIG ENV	APPLIED	port_cells=16,all_covered
864	NAME	PAT_NAME3	(OSC1 VARIATION)	INERT-PROVEN	no_engine_write_in_12_contexts
865	NAME	PAT_NAME3	(OSC1 COARSE TUNE)	INERT-PROVEN	no_engine_write_in_12_contexts
866	NAME	PAT_NAME3	(OSC1 FINE TUNE)	INERT-PROVEN	no_engine_write_in_12_contexts
867	NAME	PAT_NAME3	(OSC2 VARIATION)	INERT-PROVEN	no_engine_write_in_12_contexts
868	NAME	PAT_NAME3	(OSC3 WAVEFORM)	INERT-PROVEN	no_engine_write_in_12_contexts
869	NAME	PAT_NAME3	(OSC3 COLOR)	INERT-PROVEN	no_engine_write_in_12_contexts
870	NAME	PAT_NAME3	(OSC3 TUNE)	INERT-PROVEN	no_engine_write_in_12_contexts
871	NAME	PAT_NAME3	HPF TYPE	APPLIED	port_cells=32,all_covered
872	NAME	PAT_NAME3	(FILTER TYPE)	INERT-PROVEN	no_engine_write_in_12_contexts
873	NAME	PAT_NAME3	EFFECT TYPE	GAP	missing_audio_cells=85152,96336,96368
874	NAME	PAT_NAME3	EFFECT TONE	APPLIED	port_cells=1,all_covered
875	NAME	PAT_NAME3	DELAY TYPE	GAP	missing_audio_cells=10693024,10693296
876	NAME	PAT_NAME3	REVERB TYPE	APPLIED	port_cells=31,all_covered
877	NAME	PAT_NAME3	REVERB TIME	INERT-PROVEN	no_engine_write_in_12_contexts
878	PATCH2	PAT2_LFO	LFO RATE H	APPLIED	port_cells=16,all_covered
1028	PATCH2	PAT2_FLT	VCF VELOCITY SENS	APPLIED	port_cells=8,all_covered
1029	PATCH2	PAT2_FLT	VCF CUTOFF FREQ H	APPLIED	port_cells=8,all_covered
1058	PATCH2	PAT2_AMP	VCA VELOCITY SENS	APPLIED	port_cells=8,all_covered
1118	PATCH2	PAT2_CTRL	Patch Tempo	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1178	PATCH2	PAT2_DLY	DELAY TAP TIME	APPLIED	port_cells=1,all_covered
1179	PATCH2	PAT2_DLY	DELAY FEEDBACK	APPLIED	port_cells=3,all_covered
1180	PATCH2	PAT2_DLY	DELAY HIGH CUT	GAP	missing_audio_cells=102368,102384,102400,102416,102432,102448,102464,102480
1181	PATCH2	PAT2_DLY	DELAY DIRECT LEVEL	GAP	missing_audio_cells=102512
1182	PATCH2	PAT2_DLY	DELAY LF DAMP	GAP	missing_audio_cells=102624,102640
1183	PATCH2	PAT2_DLY	DELAY LF DAMP FREQ	APPLIED	port_cells=3,all_covered
1184	PATCH2	PAT2_DLY	DELAY HF DAMP	GAP	missing_audio_cells=102672,102688
1185	PATCH2	PAT2_DLY	DELAY HF DAMP FREQ	GAP	missing_audio_cells=102656
1210	PATCH2	PAT2_CHO	CHORUS PRE DELAY	APPLIED	port_cells=2,all_covered
1211	PATCH2	PAT2_CHO	CHORUS LOW CUT	APPLIED	port_cells=4,all_covered
1212	PATCH2	PAT2_CHO	CHORUS HIGH CUT	GAP	missing_audio_cells=6396272,10693152
1213	PATCH2	PAT2_CHO	CHORUS_LFO SOURCE	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1214	PATCH2	PAT2_CHO	CHORUS LFO EXT GAIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1215	PATCH2	PAT2_CHO	CHORUS LFO EXT OFFSET	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1242	PATCH2	PAT2_FL	FLANGER MANUAL	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1243	PATCH2	PAT2_FL	FLANGER RESONANCE	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1244	PATCH2	PAT2_FL	FLANGER SEPARATIOIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1245	PATCH2	PAT2_FL	FLANGER LOW CUT	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1246	PATCH2	PAT2_FL	FLANGER LFO SOURCE	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1247	PATCH2	PAT2_FL	FLANGER LFO EXT GAIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1248	PATCH2	PAT2_FL	FLANGER LFO EXT OFFSET	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1274	PATCH2	PAT2_MFX	MFX TYPE	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1275	PATCH2	PAT2_MFX	MFX ASSIGN 1 TARGET	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1276	PATCH2	PAT2_MFX	MFX ASSIGN 1 RANGE MIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1277	PATCH2	PAT2_MFX	MFX ASSIGN 1 RANGE MAX	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1278	PATCH2	PAT2_MFX	MFX ASSIGN 2 TARGET	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1279	PATCH2	PAT2_MFX	MFX ASSIGN 2 RANGE MIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1280	PATCH2	PAT2_MFX	MFX ASSIGN 2 RANGE MAX	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1281	PATCH2	PAT2_MFX	MFX LFO SOURCE	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1282	PATCH2	PAT2_MFX	MFX LFO EXT GAIN	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1283	PATCH2	PAT2_MFX	MFX LFO EXT OFFSET	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1284	PATCH2	PAT2_MFX	MFX PARAMETER 01	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1285	PATCH2	PAT2_MFX	MFX PARAMETER 02	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1286	PATCH2	PAT2_MFX	MFX PARAMETER 03	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1287	PATCH2	PAT2_MFX	MFX PARAMETER 04	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1288	PATCH2	PAT2_MFX	MFX PARAMETER 05	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1289	PATCH2	PAT2_MFX	MFX PARAMETER 06	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1290	PATCH2	PAT2_MFX	MFX PARAMETER 07	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1291	PATCH2	PAT2_MFX	MFX PARAMETER 08	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1292	PATCH2	PAT2_MFX	MFX PARAMETER 09	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1293	PATCH2	PAT2_MFX	MFX PARAMETER 10	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1294	PATCH2	PAT2_MFX	MFX PARAMETER 11	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1295	PATCH2	PAT2_MFX	MFX PARAMETER 12	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1296	PATCH2	PAT2_MFX	MFX PARAMETER 13	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1297	PATCH2	PAT2_MFX	MFX PARAMETER 14	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1298	PATCH2	PAT2_MFX	MFX PARAMETER 15	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1299	PATCH2	PAT2_MFX	MFX PARAMETER 16	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1323	PATCH2	PAT2_REV	REVERB PRE DELAY	GAP	missing_audio_cells=10759872,11022208,11022212,11022216
1324	PATCH2	PAT2_REV	REVERB LOW CUT	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1325	PATCH2	PAT2_REV	REVERB HIGH CUT	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1326	PATCH2	PAT2_REV	REVERB DENSITY	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1327	PATCH2	PAT2_REV	REVERB DIRECT LEVEL	UNRESOLVED	extended-FX leaf not activated by load_leaves recall; needs full-tree recall
1355	PATCH2	PAT2_CHORD	CHORD MEMORY SW	INERT-PROVEN	no_engine_write_in_12_contexts
1356	PATCH2	PAT2_CHORD	CHORD MEMORY Form	INERT-PROVEN	no_engine_write_in_12_contexts
1357	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 1)	INERT-PROVEN	no_engine_write_in_12_contexts
1358	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 2)	INERT-PROVEN	no_engine_write_in_12_contexts
1359	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 3)	INERT-PROVEN	no_engine_write_in_12_contexts
1360	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 4)	INERT-PROVEN	no_engine_write_in_12_contexts
1361	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 5)	INERT-PROVEN	no_engine_write_in_12_contexts
1362	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 6)	INERT-PROVEN	no_engine_write_in_12_contexts
1363	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 7)	INERT-PROVEN	no_engine_write_in_12_contexts
1364	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 8)	INERT-PROVEN	no_engine_write_in_12_contexts
1365	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 9)	INERT-PROVEN	no_engine_write_in_12_contexts
1366	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 10)	INERT-PROVEN	no_engine_write_in_12_contexts
1367	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 11)	INERT-PROVEN	no_engine_write_in_12_contexts
1368	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 12)	INERT-PROVEN	no_engine_write_in_12_contexts
1369	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 13)	INERT-PROVEN	no_engine_write_in_12_contexts
1370	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 14)	INERT-PROVEN	no_engine_write_in_12_contexts
1371	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 15)	INERT-PROVEN	no_engine_write_in_12_contexts
1372	PATCH2	PAT2_CHORD	CHORD MEMORY Note (voice 16)	INERT-PROVEN	no_engine_write_in_12_contexts
1428	PATCH	PAT3_SEQ_COM	STEP SEQ LENGTH	INERT-PROVEN	no_engine_write_in_12_contexts
1429	PATCH	PAT3_SEQ_COM	STEP SEQ FIRST STEP	INERT-PROVEN	no_engine_write_in_12_contexts
1430	PATCH	PAT3_SEQ_COM	STEP SEQ LAST STEP	INERT-PROVEN	no_engine_write_in_12_contexts
1431	PATCH	PAT3_SEQ_COM	STEP SEQ SCALE	INERT-PROVEN	no_engine_write_in_12_contexts
1432	PATCH	PAT3_SEQ_COM	STEP SEQ PLAY MODE	INERT-PROVEN	no_engine_write_in_12_contexts
1433	PATCH	PAT3_SEQ_COM	STEP SEQ GATE RATIO	INERT-PROVEN	no_engine_write_in_12_contexts
1434	PATCH	PAT3_SEQ_COM	STEP SEQ SHUFFLE	INERT-PROVEN	no_engine_write_in_12_contexts
1435	PATCH	PAT3_SEQ_COM	STEP SEQ SMOOTH	INERT-PROVEN	no_engine_write_in_12_contexts
1436	PATCH	PAT3_SEQ_COM	DUMMY1	INERT-PROVEN	no_engine_write_in_12_contexts
1437	PATCH	PAT3_SEQ_COM	DUMMY2	INERT-PROVEN	no_engine_write_in_12_contexts
1466	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 1)	INERT-PROVEN	no_engine_write_in_12_contexts
1467	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 2)	INERT-PROVEN	no_engine_write_in_12_contexts
1468	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 3)	INERT-PROVEN	no_engine_write_in_12_contexts
1469	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 4)	INERT-PROVEN	no_engine_write_in_12_contexts
1470	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 5)	INERT-PROVEN	no_engine_write_in_12_contexts
1471	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 6)	INERT-PROVEN	no_engine_write_in_12_contexts
1472	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 7)	INERT-PROVEN	no_engine_write_in_12_contexts
1473	PATCH	PAT3_SEQ_STEP0	STEP SEQ Note (voice 8)	INERT-PROVEN	no_engine_write_in_12_contexts
1474	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 1)	INERT-PROVEN	no_engine_write_in_12_contexts
1475	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 2)	INERT-PROVEN	no_engine_write_in_12_contexts
1476	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 3)	INERT-PROVEN	no_engine_write_in_12_contexts
1477	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 4)	INERT-PROVEN	no_engine_write_in_12_contexts
1478	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 5)	INERT-PROVEN	no_engine_write_in_12_contexts
1479	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 6)	INERT-PROVEN	no_engine_write_in_12_contexts
1480	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 7)	INERT-PROVEN	no_engine_write_in_12_contexts
1481	PATCH	PAT3_SEQ_STEP0	STEP SEQ Velo (voice 8)	INERT-PROVEN	no_engine_write_in_12_contexts
1482	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 1)	INERT-PROVEN	no_engine_write_in_12_contexts
1483	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 2)	INERT-PROVEN	no_engine_write_in_12_contexts
1484	PATCH	PAT3_SEQ_STEP0	STEP SEQ Gate (voice 3)	INERT-PROVEN	no_engine_write_in_12_contexts
